VIN,GRADE,STOCKNUMBER,MAKE,MODEL,SERIES,YEAR,PRICE,BODY,CYLINDERS,DISPLACEMENT,EXTERIOR,INTERIOR,MILEAGE,TRANSMISSION,UPHOLSTERY,ENDDATE,ABGLOCATION,BUYDATE,BUYERNAME,WATCHEDBY,DEALERSHIPNAME,DRIVE TRAIN,CONDITION REPORT,SALES REP
1FM5K7F83KGB17535,4.2,,Ford,Explorer,Limited,2019,26400,Suv,Suv,3.5l,Silver,Black,37042,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Columbus- OH,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGwaidksZ7WwrPUETaJomqOBSPQX18i6veI%2fz4Har5Oe81bsMrhXbmcYeohE8yeGOGKcorWlXTHYzZAIXbyvQ2gfeLNpLTYbQ1nYMIhpxGPCw%3d%3d,
2C3CCAKG3KH586622,4.3,,Chrysler,300,Limited,2019,20500,Sedan,Sedan,3.6l,Red,Black,34182,8-speed A/t,Leather,2020-03-01T19:30:00.000Z,Louisville- KY,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFduZImhsPBUoaDuc3A6%2fUfLeYWqaUn9ADspq23BBlIyhGiHKLJmw3swvJEMVYkrRgqiru0g56Me4v3ipbaPWNJLJW6RWC6jx2qU7Oya92V0Q%3d%3d,
3C4NJDDB7KT686064,4.2,,Jeep,Compass,Trailhawk,2019,18800,Suv,Suv,2.4l,White,Black,35473,9-speed A/t,Cloth&leather,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHfG33XF02422VYj1aogG0wtQd%2bHZRgYPfkolcrMzN5MNHyDKE2fR1dFGnpKtzl3VMcRIxrFe62tmOwjw4USVOfubkqwKQGThyBdKXYmqTAgg%3d%3d,
1N6AA1E51KN513840,3,,Nissan,Titan,Pro-4x,2019,32300,Pickup,Pickup,5.6l,Black,Black,25510,7-speed A/t,Cloth&leather,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHSGqvsdvnNwdPkl1nhtz5v8tNB5mMbupPpEZX8N%2fCyLWPQD7V%2f5FHwwdem283s9hlhPtbAUNOc4M9V9mKDhmHoH1QULizRW5lM%2fqNaIKgu8g%3d%3d,
1N6AA1E52KN519369,2.8,,Nissan,Titan,Pro-4x,2019,31000,Pickup,Pickup,5.6l,Black,Black,32331,7-speed A/t,Cloth&leather,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEqR2KdiAzt57oYkLbToXTbLV5zRLl%2bo%2bjaOJ8Y4ZOkebDlDF9XysTwFhfb50ELudgQU7pRlCF6H3thMUMXPcRgw3fTnTx0Yg3fON4ygYs5Nw%3d%3d,
2T1BURHEXKC229957,3.4,,Toyota,Corolla,Le,2019,13200,Sedan,Sedan,1.8l,White,Tan,25929,Continuously Variable Trans,Cloth,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFUwa3I59LYQcGf3h759nibaBJTFlItUffUNqEFEh%2fSQoFxkBQfoP0lEQq5DxOM0%2fKdhBzRsNwLk59UE5DIb05e0zXkdCCbDugsg%2bPE%2fQst6w%3d%3d,
JA4AD3A38KZ035820,3.5,,Mitsubishi,Outlander,Sel,2019,16100,Suv,Suv,2.4l,Grey,Black,26825,Continuously Variable Trans,Leather,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGTxE8uFa0nzRLAcyajdT8EHCR12UxP6CQ%2bQNh9EFvl%2b1eSiwaeyoBUMbV0eVHPmomR0DjIHAQo5YslelAvHr0p47fC3Zapb5efqiPBCDuUwQ%3d%3d,
KNDJP3A53K7002556,3.7,,Kia,Soul,+,2019,13600,Suv,Suv,2.0l,Red,Black,26097,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHfFpLhPR3cT8AmrvhLFcJ3JeaqL6oAY%2fofgT9oy2sbq1T7E2%2fTePF%2bYwLVuuqaqUPomXkUcpwS7kbszPKw9v4RlP2pOmZH%2fpSZSj3gEJ5EcQ%3d%3d,
5XXGT4L35KG338224,4.6,,Kia,Optima,Lx,2019,14300,Sedan,Sedan,2.4l,Silver,Black,42160,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFvqMASWfcI0a4KuqEDEU6gx0LIA3%2fYKiR%2b1yT4JXexEMA7NUOR8k%2fH1W90UUy7QWQ%2fFBtH0NMNwfZDW3Uxdo3%2bIYRCG9bKXt0B%2fDIBx1xeuA%3d%3d,
5XXGT4L39KG342311,4.6,,Kia,Optima,Lx,2019,14500,Sedan,Sedan,2.4l,Silver,Black,32753,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEJJNPtfYh9vsh1HluTskVU4hn5182bJBP7Dsv5OCrojkny1hFe6hvJHXM0cNBtJvo47U5zWGEM4%2b9gYbSGZXNpzwxD%2fxE32kQgjDNKbyN8%2fw%3d%3d,
2G11Z5SA1K9141299,4.1,,Chevrolet,Impala,Lt,2019,15900,Sedan,Sedan,2.5l,Silver,Grey,32756,6-speed A/t,Cloth&leather,2020-03-01T19:30:00.000Z,Providence- RI,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH9ExwVx1KUHxcIpwoxeumRhjmq635S2wAbKSPTVmLGmRbRM4TkjUu%2bLzNEt1wjHMrySMxwgfdaF%2fdJDaLkzaFzv9HOcKN7Xra3vTIP2c6Udg%3d%3d,
3C4PDDGG1JT430461,4.6,,Dodge,Journey,Crossroad,2018,16400,Suv,Suv,3.6l,Silver,Black,38649,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGKRZbpCSbu1%2bDM7mIqC%2f9nN%2fjXsQmqhcr1Ltjbb7ZgslCESHaGbCzkPzpikJVmeti4PNG3r%2fmIzzRl3N%2b4Mpo%2f7UhzxIvw7TKyUuKFjChBqA%3d%3d,
4T1B11HK6KU764234,4.4,,Toyota,Camry,Le,2019,16700,Sedan,Sedan,2.5l,Silver,Black,34802,8-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Providence- RI,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFr7Ot3%2fsHVxSjjVdouH0Q2wQGl6vbuCnUgnbwSeHEy2dyEPV%2fyiSHHt53t6mg6La%2bcBGqvmEHbEc7RnFz81JA2NjrBWQP5H%2bSMzPvfHkKZ2g%3d%3d,
JA4AD3A31KZ024884,4.6,,Mitsubishi,Outlander,Sel,2019,16200,Suv,Suv,2.4l,Red,Black,29811,A/t,Leather,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHOjT1wH1eIGlmoeIwn2SJv6TR5iEyLO2RbGas1hDY5E9BmvSf%2f7YtsB4BYXjYwKgQvj2RVOf3EwjZO3CN0i7sb5u0pbBT7WicTi54S3y4Gcw%3d%3d,
JA4AR3AU5KU002698,4.5,,Mitsubishi,Outlander Sport,Se 2.0,2019,15800,Suv,Suv,2.0l,Silver,Black,23645,Continuously Variable Trans,Cloth,2020-03-01T19:30:00.000Z,Providence- RI,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGIkJuaxclgpVHRvvbqKKeqahajfBSbHsSQURjhG6TPVtxnN%2fSCLTx%2fwQomElJy10FR8mRtFX%2bDd%2fGC0RyU1pu2bH7DhO23wp5XyU%2fELQofnA%3d%3d,
1FA6P8TH8J5167464,3.9,,Ford,Mustang,Ecoboost Premium,2018,18000,Sedan,Sedan,2.3l,Grey,Black,37843,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Chicago Ohare- IL,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToF%2fBDY5JZADz8%2fzl2TdD%2btO6W2OkF4ivVOWjvgREkCek6k8chNeQTAW8CH2OZPRRy6gr0BUQnNr%2fEoUadnk%2bNNz0FXdSwwKjKGyglW%2bWyY3YA%3d%3d,
1C4RJFBG7KC653623,3.1,,Jeep,Grand Cherokee,,2019,27400,Suv,Suv,3.6l,Red,Black,28862,8-speed A/t,Leather,2020-03-01T19:30:00.000Z,Indianapolis- IN,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToF%2f4o5bO%2btOb9XvesEPtUWRCiy9bHpfTXpGzNMyiYOYg2PXDB7RnA%2fHJBqg5%2bEe9Y5sD1YV7MmHrn8qVOb1Ryf9cakc9Hul6Wic6Hnw5TrYgA%3d%3d,
1VWLA7A30KC014636,3.7,,Volkswagen,Passat,2.0t Wolfsburg Edition,2019,15900,Sedan,Sedan,2.0l,Grey,Black,26835,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Indianapolis- IN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGMd8EdP9Qi2Grl95BogPbarlHb3Mj8V2dlGbT7XI%2bJy%2f4bTG6Uo87reHx1yzcuwFEIH857K0uvQ9hmu4N1NtFygXRIc8DEPX5CKr%2fv9i9A9w%3d%3d,
2GNAXKEV8K6143652,3.5,,Chevrolet,Equinox,Lt,2019,15800,Suv,Suv,1.5l,Grey,Grey,40480,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHGJz8PlQeuXbyxSnT4DIWMud9qFknCTiPILK%2f1yFvM6CUCF%2f%2fyWtfzK3D90JcXJ6qtxUcUgRR6uTA%2bHhejw%2fXLQXifNLHfNbJQI6iTTHkShA%3d%3d,
2T3H1RFV2KW003830,3.8,,Toyota,Rav4,Le,2019,18900,Suv,Suv,2.5l,Black,Tan,34331,8-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFZQHa8J4XxfMv2rTSKeYMFh8hNTsSghGi9AF5Uu6xIxSAb2B3nBk68590%2ft5gLFcGOCrLKWFe%2fI%2bj49yMbyAA7h1dbq2pG3DkjC1ty3DabVA%3d%3d,
3KPC24A33KE061358,4.1,,Hyundai,Accent,Se,2019,11400,Sedan,Sedan,1.6l,White,Black,30367,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHQVbc2kQDwaYTmx7IsgAemZbnqRpPk1W69y%2bBsIDyJlu3nmEzVcw%2fiUV2o8H5G8y9Xy%2bX2iW3r08jgWsSN%2b%2bG77%2fdJlumjBfYipmmoO9GDAw%3d%3d,
3KPC24A35KE057943,4.4,,Hyundai,Accent,Se,2019,11400,Sedan,Sedan,1.6l,Silver,Black,30083,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToG3QP4zZLinFvcBT9Gf11gJvqdfJqYPTklIydeivA9fnZyfyVtAg4LkMMBSawR9Q32XfW4Q%2fFSZKu3ByKNdnuEv5WusrJdwBJLpUBYKXz62yQ%3d%3d,
4T1B11HK0KU240660,4.3,,Toyota,Camry,Le,2019,16500,Sedan,Sedan,2.5l,White,Black,37259,8-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHiQBYSUPtOE9FhTGfw54SgsP1Ql1jkKDppMj7wuNVju6mLsdR%2fYTT6H%2fLkUTtgsS5tkzoosKwKz3R2cKgVk0KITFVjLU%2fq3sZp%2bDMVfsa7Ig%3d%3d,
JA4AD3A33KZ018973,3,,Mitsubishi,Outlander,Sel,2019,15500,Suv,Suv,2.4l,Grey,Black,30820,A/t,Leather,2020-03-01T19:30:00.000Z,Indianapolis- IN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFmcemkJntFUoSDookOzhO5Z7PiSO%2bmqUnvSvpAZkFfxB72Ep2rnnqeOHKeDHGEVeJT0cC0p2vuQM811nAsYkFsLODc22OUWYgjbDrZIAA1gQ%3d%3d,
JTEBU5JR3K5675429,4.4,,Toyota,4runner,Sr5,2019,27900,Suv,Suv,4.0l,Silver,Black,39394,5-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHqwfAiKBV4YMSyKIuC8GyF8g3CVX87GU375CYi85%2fga61Zsrs5D6S87EANXqPEQK4tEC74BvAJomiqICXDsuqG1LgnYA0tEhJ1fylGpDr%2f8g%3d%3d,
3N1AB7AP3KY295173,3.9,,Nissan,Sentra,Sv,2019,11200,Sedan,Sedan,1.8l,Black,Black,34542,A/t,Cloth,2020-03-01T19:30:00.000Z,Indianapolis- IN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGzRnvhlBM1xau%2b7ghvmchiyIe%2fmBG6apWzsOzJy4U810hHA0ebISI7lrBxsqbUn1AVDoaZwUyxzF5S9O8BIjV%2bSQicUoycPPC2xVS24%2fR6Hg%3d%3d,
JTDKARFU3K3068993,3.7,,Toyota,Prius,Le,2019,19000,Sedan,Sedan,1.8l,White,Black,29607,A/t,Cloth,2020-03-01T19:30:00.000Z,Indianapolis- IN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFEP15MloDYZKjdHnsJFXhoLYo3atVQk%2bORLNP6%2bw7oB9DRd%2byZYRh8HMt87Xh5qrhE9jgwZYd9wistDbrcgxNhrTOPyX7kCPF6uNgvCnMSiA%3d%3d,
1GNSKJKC4JR157955,4.6,,Chevrolet,Suburban,Premier,2018,38900,Suv,Suv,5.3l,White,Black,41771,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Minneapolis- MN,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHZWGNQal5XfDlDA1VSp2%2bnRjCqHd59tCyX52%2fdwUkhmSoOqA8%2f%2btVVx9b8VpxchnqyafYbXjIo8piO3GHZsIpLy7e2xI7Iup7Cx2R9QHEubw%3d%3d,
2C4RDGCG3KR556986,4.2,,Dodge,Grand Caravan,Sxt,2019,16700,Van,Van,3.6l,Silver,Black,37599,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Minneapolis- MN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEu3bQTbTik1fhbLycwRMJ9i4rRFvIl6HacGIj%2fN1NHVpAvv2cOqtt2f5pY0dHvRBK5vNOf%2bgtNVajsLgrZj817hNwcdt4cux90kT1Gp55XFQ%3d%3d,
JA4AD3A35KJ000960,4.4,,Mitsubishi,Outlander,Sel,2019,15800,Suv,Suv,2.4l,Black,Black,30910,A/t,Leatherette,2020-03-01T19:30:00.000Z,Minneapolis- MN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFBKxOuQkETf34GQDP4sD1PgbyTi8uN4JcIc7Hrc5m2sS6Tdz9VePWbDqD6ZSj16QdakAYEYXNKH6X%2bLgj0llFdE1bL%2f1sJgSIQRtSKRR4fcQ%3d%3d,
JA4AD3A37KJ001284,4.5,,Mitsubishi,Outlander,Sel,2019,15700,Suv,Suv,2.4l,Silver,Black,35150,A/t,Leatherette,2020-03-01T19:30:00.000Z,Minneapolis- MN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEoBwAHCitYh9QGBsnVuBxXWdaat1bYff1WXdt2vdPuTqUa9tlaVn77wPH%2fSj15dVONtrSdM4%2bY4r3Cuir94zDl6fjmLqNNgBeS02xfFy5r4A%3d%3d,
1VWLA7A32KC007980,4.2,,Volkswagen,Passat,2.0t Wolfsburg Edition,2019,16000,Sedan,Sedan,2.0l,Red,Tan,26441,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Providence- RI,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHpNU6l4edPbhlXXRkdEUPMc00%2bE4rVW2yNhkoNDmYbdcS1cpnpTQDM5DHobZAsRtQRGudT6oQ6ZNCEmd4u2URILrivBSiE2BIwvLn632Vlmg%3d%3d,
2C4RDGEG6KR579059,4.5,,Dodge,Grand Caravan,Gt,2019,17400,Minivan,Minivan,3.6l,White,Black,40433,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Providence- RI,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEx%2ferKQqCI3%2bR9TVpLgYaaQdWnRmJnGa7yJhbcaMLZujdET%2bRAnDaUmDSVNU4tnqZCawtAV69D7eOz%2f9KxinHs%2f%2fAB80qYqEfN%2fBm%2f6h%2bh%2fA%3d%3d,
5XXGT4L30KG297808,3.8,,Kia,Optima,Lx,2019,13700,Sedan,Sedan,2.4l,Grey,Black,33828,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEiri95xefyARzcn7iibjY%2bDjVQ%2faymqb%2bjCZ0vkIfHl4Fn9xi%2bYcUzwL1CiRNH34s1lKbo0s5vv0%2fUKHJIA5k%2bqdjt%2bJDng3RGZDcMOzs6SA%3d%3d,
2C3CCAKG1KH586487,4.3,,Chrysler,300,Limited,2019,20900,Sedan,Sedan,3.6l,Grey,Black,30557,8-speed A/t,Leather,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEb%2bM%2btCIsaIXT6U1uAooi5wMIq%2fWYIqzWyqv6GaBmzMhgJE6xvSsT1X09m2mZjmjYXSAZZ1EFOL4C6X%2ftqOB99lYKgdfEbDSq1NphAnODJRA%3d%3d,
3C4NJDDB6JT465490,4.4,,Jeep,Compass,Trailhawk,2018,17900,Suv,Suv,2.4l,Grey,Black,37192,9-speed A/t,Leather,2020-03-01T19:30:00.000Z,Minneapolis- MN,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHiu%2fhsECgpGYm6gJdfubsuPy62SMEeK%2bD67Fvcd1Qp4QZGH5uHcRltwuQvXyH60AmrsZ7L9PmIACSyoS0gdfLdxquOQhUOsTPDV5A%2buOxb2w%3d%3d,
1C4RDJDG4KC684870,3.2,,Dodge,Durango,Gt,2019,27100,Suv,Suv,3.6l,Black,Black,31582,8-speed A/t,Cloth&leather,2020-03-01T19:30:00.000Z,Indianapolis- IN,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEbjY%2fHFund%2blBDoFiWbwo3Kz9%2b1PaJIsUB%2fkZMbu%2bo0k5UsQ%2bscN7wD3r3jSVtifEPle9Ifa5Ye1gwPvjc6CQluCnV006FZ%2fthusnfrOc4Dw%3d%3d,
5XXGT4L37KG308142,4.6,,Kia,Optima,Lx,2019,14100,Sedan,Sedan,2.4l,White,Black,36567,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Columbus- OH,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEqtg8RXd%2fTQkr3Dhi8R9DpUxPs81L%2bMvuyyxsr8m8HJtM5e12tsPjg2VRVeAtD1LKtJ536VT4Gl0%2bzLWHuV4CfVM7LpNhIeZ%2f7n8iqYc9gjg%3d%3d,
1VWLA7A32KC014024,3,,Volkswagen,Passat,2.0t Wolfsburg Edition,2019,15400,Sedan,Sedan,2.0l,Black,Tan,29731,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Pittsburgh- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFS9TEI6hMM87pDF5ZZnxLcBUz5Er1Fwhy%2f5HtSxzKAyB%2fbEo%2fIpcqoVM4mNYBEl15v3mHRqA7iMTvkEDuCXQJ455siy2hLlEALSrLP%2b8ELJg%3d%3d,
1FMCU9G96KUB33623,4.5,,Ford,Escape,Se,2019,17700,Suv,Suv,2.0l,White,Grey,28429,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Providence- RI,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEosic3gAe2ai7xeopCMwZ6UBD%2fGD%2bKabEJaUtYoPAfHsgra0E5RxDVSJSN%2foDsIXaeTJWhgUsZvh%2fjQ4eg%2bFhG89smCi4LmnGgTBh6jwsYww%3d%3d,
2C3CDXCT5KH584415,4.6,,Dodge,Charger,R/t,2019,24200,Sedan,Sedan,5.7l,Black,Black,38083,8-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToESty5tcgX5TdlKt4ttOKpoyVGzqZi5pIgUm%2fwF6MZsk%2fk8qigpGhxwKkMArFKVdRGUuqWrAg55hNPrV8mowBikLUu7uDNweO%2b0CyBtrZs1FA%3d%3d,
JA4AD3A34JJ003993,4.6,,Mitsubishi,Outlander,Se,2018,14000,Suv,Suv,2.4l,Silver,Black,43555,A/t,Cloth,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHYrjbiIrgpvf2MHtWdFDjrPt29lf91gcMw6jOlOA4Zy3E9v8Lq4Jb%2f4YgvcwT%2f%2f6ApVDE2sRvNLbY8pw6VNVJhJxLQ6Su9DWiHU06Iu8yheQ%3d%3d,
2C4RDGCG3KR619021,3.7,,Dodge,Grand Caravan,Sxt,2019,16700,Van,Van,3.6l,Silver,Black,35174,6-speed A/t,Cloth&leather,2020-03-01T19:30:00.000Z,Chicago Midway- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHM1XG1sRXfW7CQd8MJarEAmMbzpjQRlySbvjKXV1wMEPqcDy7eL%2fu6zWCCCcToUIXJ%2boEqdIv9V%2bk4Zy8CZdd%2fTon%2bIxXeJ62dg2z%2fDBMBnw%3d%3d,
1N4AL3AP8JC241190,4.6,,Nissan,Altima,2.5 S,2018,13600,Sedan,Sedan,2.5l,Silver,Black,38099,A/t,Cloth,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToE76iyrhZpm3lnmSlT8eUhdazTc43Ba1%2boxXpFvgaIUmKkYjmtYAkV9eTRDu1vtH0aRL88ZAZz2Gbi5KsKiYJng49%2fZ2pf8LIY6g4ecasvwlg%3d%3d,
3C4PDDEG9KT687517,5,,Dodge,Journey,Gt,2019,18000,Suv,Suv,3.6l,Black,Black,39635,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHjP00GoTP9Tvr%2bLTbHFJZv1DNXu91A17G5AUmSnrgr%2byJBE61tgHtiTStVCwGtcBloekOlLsuPMBERR8ZFgv6KkCy6QPH9kvF4lL5YINFIOw%3d%3d,
3C4NJCCB7KT664478,3.7,,Jeep,Compass,Limited,2019,16800,Suv,Suv,2.4l,Red,Black,37721,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Newark- NJ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEN2CocZhHaw1VRmDUDb30vvnsqsY%2fg55IMRvAWmFdwy70kYXuFNBz6WSi3oUlmoOWLctnasu9ACeXyeGDQMdMu4dys3E41r5E5Zhpgb%2fZfjQ%3d%3d,
2GNAXUEV7K6216568,4.3,,Chevrolet,Equinox,Lt,2019,17100,Suv,Suv,1.5l,White,Grey,33796,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Newark- NJ,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEzaaDFEXp5MiYoEhoJzFAyJkN9HOcAf1CjyuY7NIZXIIc0I02rYQugHhVOk5rJOiwVNZu%2fWjSK4IMqCRYzCPJ2yw6qpVszRFVzDHwdpgoT6Q%3d%3d,
1C6RRELT0KN716684,2.7,,Ram,1500,Rebel,2019,33200,Pickup,Pickup,5.7l,Silver,Black,36085,8-speed A/t,Cloth&leather,2020-03-01T19:30:00.000Z,Kansas City- MO,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEfULmVO9nyiHBkUbL%2fJce5jRGB5LQMXc2KzTkOwZzaN2LUg2vgZcKlTRMjfC5pqgTzUFAP1QbyxG4ED236Xn8bDjaK2HwUVBpZFNr6gDv%2fVA%3d%3d,
1FMCU0G93KUB34093,4.4,,Ford,Escape,Se,2019,15700,Suv,Suv,2.0l,Silver,Grey,38494,6-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Kansas City- MO,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToE6YK1%2bqMdowun5m33Bn9R43e%2bZYjpRl735dhL5gISbnlLcCHlZS%2b%2fqOi5crnkzwrOUlCUbF9xPNsnwA11qy66oNmzh3Q00Zw1HKDcUyNVmFA%3d%3d,
1N6AD0EV2JN741958,4.6,,Nissan,Frontier,Pro-4x,2018,21900,Pickup,Pickup,4.0l,Grey,Black,33581,5-speed A/t,Cloth,2020-03-01T19:30:00.000Z,Kansas City- MO,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToE3y%2bUtR2ZwfL6F6nV1Sm2vzG%2b%2bAs7NY%2bEKMP2HaJUN8nd15TEHAMzHePl1ibyaQKKc32WO76QfsL0A1hZZXzf7ePeHY8zbiYNy7yKoI72IbQ%3d%3d,
2C4RDGCG0KR618716,4.6,,Dodge,Grand Caravan,Sxt,2019,17000,Minivan,Minivan,3.6l,White,Black,36476,6-speed A/t,Leather,2020-03-01T19:30:00.000Z,Kansas City- MO,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEOSjiv1usnb3u7fWAyXR9y1%2fuInUUlof3cA1knp3JxL7hB2Fnls0BR1YwGEFKf7%2fs5OxfJV7gVy6ea%2bQQ7%2f6WL9eiCAtLyPNZ2eB3ZxGajQQ%3d%3d,
